No.,Code,Question,Answer,Note
445,TTGD015,AST Rạng Đông có đặc điểm gì nổi bật hơn so với các hãng mà giá lại cao hơn (AST18).,"Chất liệu Inox 304 cao cấp, mang lại tính thẩm mỹ cao và không phản ứng hóa học dù ở nhiệt độ cao và ann toàn thực phẩm cho người sử dụng
Nắp, quai, đáy & đế nguồn làm bằng nhựa PP nguyên sinh ATVSTP
Thân & đế được thiết kế quay tròn 360 độ, dễ dàng, thuận tiện khi sử dụng
Tự động ngắt khi nước sôi hay nước bị trào do đổ quá vạch max quy định, đảm bảo an toàn cho người sử dụng
Ngoài ra đảm bảo Hệ thống quản lý chất lượng: ISO 9001:2015
Tiêu chuẩn áp dụng: TCVN 5699-2-15:2013/IEC 60335-2-15:2012
TCCS: 36:2020/RĐ.
Phù hợp quy chuẩn ATVSTP: QCVN 12-1,2,3 :2011/BYT",
446,TTGD016,Rạng đông có ấm siêu tốc nắp rời không?,"Các dòng ấm siêu tốc của Rạng đông đều là dạng nắp liền, nhằm đảm bảo an toàn tránh việc nắp có thể bung ra trong quá trình rót nước sôi gây nguy hiểm cho người sử dụng",
447,TTGD017,Có thể dùng ấm siêu tốc để nấu thuốc không?,"Có thể dùng ấm để nấu các loại nước như chè xanh, ..
Tránh dùng để nấu các loại thuốc bắc, vì khi nước sôi sẽ tự động ngắt điện.
Khuyến cáo KH, đây là ấm siêu tốc nên không thể nấu chuyên như các loại ấm thuốc trên thị trường KH lưu ý",
448,TTGD018,Bình tự ngắt trước khi nước sôi,"Nếu gặp phải sự cố này, KH cần kiểm tra đáy bình xem có đọng tạp chất hoặc cặn bám hay không, nếu có thì hãy cẩn thận vệ sinh và làm sạch đáy bình. 
Những cặn bẩn đóng quá dày có thể là nguyên nhân khiến cho rơ le đo nhiệt hoạt động không chính xác dẫn đến tình trạng đo sai nhiệt độ, làm bình siêu tốc tự ngắt nguồn.",
449,TTGD019,Cách làm sạch bình đun siêu tốc bị đen,"Loại bỏ các mảng bám làm đen bình đun siêu tốc dễ dàng nhất là sử dụng giấm ăn và nước. Đổ vào bình lượng giấm ăn và nước theo tỉ lệ 1 : 1, nếu vết đen không nhiều, rõ, bạn thêm vào bình tỉ lệ giấm và nước là 1 : 2.
Sau đó, cắm phích điện, chờ nước sôi thì rút phích cắm, đợi sau vài phút thì đổ hỗn hợp trên ra, đổ nước sạch vào xúc rửa rồi lau khô hoặc lật úp, để ráo.
Một cách khác làm sạch vết đen trong bình đun siêu tốc khác là sử dụng baking soda, giấm và chanh. Đầu tiên, bạn đổ lượng nước khoảng ½ dung tích bình, thêm 1 muỗng canh baking soda vào đun sôi rồi đổ hỗn hợp ra ngoài. Sau đó, thêm tiếp nước, vài muỗng giấm ăn, vài lát chanh vào bình đun sôi rồi đổ hỗn hợp ra ngoài, dung nước sạch vệ sinh lần nữa là xong.",
450,TTGD020,Ấm siêu tốc RĐ sau 1 thời gian sử dụng có bị đen đáy ấm ko? Dùng 1 năm bị hư thì đổi mới hay sửa chữa?,"Các dòng ấm siêu tốc hiện tại của RĐ lòng ấm được làm bằng Inox 304 cao cấp , mang lại tính thẩm mỹ cao và không phản ứng hóa học dù ở nhiệt độ cao và an toàn thực phẩm cho người sử dụng
Ngoài ra guyên nhân chủ yếu gây ra tình trạng này là do các cặn bẩn có trong nước tích tụ trong ruột bình, tiếp xúc với nhiệt độ cao lâu ngày tạo thành các mảng bám (vết ố) bám chặt vào ruột bình đun và khiến bình bị đen.
Những mảng bám này để lâu ngày sẽ làm giảm tính thẩm mỹ của bình đun nhưng không gây hại cho sức khỏe của người dùng, nước đun sôi trong bình vẫn đảm bảo an toàn, bạn hoàn toàn yên tâm khi sử dụng
Với chính sách BH 1 năm đổi mới nếu như có lỗi của NSX, khách hàng sẽ được đảm bảo về quyền lợi.",
451,TTGD021,Ấm siêu tốc thông minh có những tính năng gì?,"Là một sản phẩm với những tính năng thông minh với nhiêu chế độ tiện ích:
Điều khiển bật tắt từ xa thông qua điện thoại
Bật tắt các chế độ chức năng
Cài đặt hẹn giờ hoạt động
Sản phẩm này giúp nâng tầm chất lượng cuộc sống, mang lại sự tiện nghi và thoải mái cho người sử dụng.",
452,TTGD001,Điểm chung của các sản phẩm ổ cắm mẫu mới của Rạng đông là gì?,"Công suất tối đa đều 2500W, Dòng điện tải tối đa 10A,Đều có chiều dài dây 3m hoặc 5m, Chân cắm 3 chấu đa năng thích hợp nhiều loại ổ cắm.Có công tắc AC tắt mở nguồn và báo tín hiệu.",
453,TTGD002,Đặc tính khác biệt của ổ cắm Rạng đông so với các hãng là gì?,"Phần đế sử dụng nhựa PC chịu nhiệt chống cháy, phần vỏ dùng nhựa ABS chịu nhiệt, độ bền cơ học cao.Phần nắp bảo vệ cơ chế đặc biệt chống dị vật xâm nhập
Điện cực đồng phốt pho liền mạch,không bai dão khi sử dụng nhiều lần.Chân cắm đa năng phù hợp với hầu hết các loại chân cắm trên thị trường.
Có tích hợp mạch chống quá tải, chập điện.và mạch bảo vệ chống xung sét lan truyền",
454,TTGD003,"Khi xảy ra sự cố chập điện, quá tải.Cơ chế bảo vệ của ổ cắm Rạng đông như thế nào","Mạch bảo vệ quá tải , chập điện dạng tiếp điểm.Khi có sự cố tiếp điểm hở ra ngắt mạch điện đảm bảo an toàn.Sau khi người tiêu dùng xử lý , 1 thời gian ngắn tiếp điểm đóng lại.Ổ cắm lại hoạt động bình thường.",
455,TTGD004,Ổ cắm Model OC02 USB 3C có những điểm gì cần lưu ý,"Ổ cắm có 3 ổ cắm, và 2 cổng sạc USB 5V,2A
Tổng dòng sạc tối đa 2 cổng USB là 2A,Nghĩa là khi có 2 thiết bị có dòng sạc >2A , thì cổng sạc cũng chỉ cấp tối đa dòng sạc 2A cho cả 2 thiết bị ( mỗi thiết bị 1A) khi sạc đồng thời.
Công suất của ổ cắm là 2500w tức là tổng công suất các thiết bị khi sử dụng đồng thời tất cả ổ cắm tối đa là 2500W",
456,TTGD005,Ổ cắm Model OC02 WF 3C sử dụng app nào để điều khiển,Rangdong Smart,
457,TTGD006,Ổ cắm Model OC02 WF 3C có thể điều khiển bằng những cách nào,"Điều khiển từ xa qua app trên thiết bị di động, máy tính bảng,Điều khiển qua giọng nói với cách trợ lý ảo như Google, Alexa,Điều khiển tắt mở bằng công tắt trên ổ cắm",
458,TTGD007,Ổ cắm Model OC02 WF 3C cần lưu ý gì,"Chỉ sử dụng được ở mạng wifi băng tầng 2.4Ghz,Điều khiển tắt mở từ xa đồng thời cả 3 lổ cắm.Có thể hẹn giờ tắt mở tự động, đếm ngược thời gian, phối hợp ngữ cảnh với các thiết bị wifi khác cùng hệ.Phạm vi kết nối<40m ( không vật cản) và phụ thuộc vào độ ổn định kết nối tín hiệu internet của thiết bị.",
459,TTGD008,Nét độc đáo và khác biệt hoàn toàn với các hãng khác là gì,Tất cả ổ cắm đều có -tích hợp mạch chống xung sét lan truyền lên tới 6kV,
460,TTGD009,Xung sét lan truyền là gì? Tại sao ổ cắm cần có chống xung sét lan truyền?,"Khi sét đánh điện thế lên tới hàng triệu vol.
Khi chạm đất, dây điện dòng sét trực tiếp này sẽ cảm ứng điện từ lên các dây dẫn điện xung quang nó, sét sẽ tiếp tục lan truyền theo đường dây dẫn tới các thiết bị điện tử gây ra hiện tượng xung điện hay còn gọi là sét lan truyền –xung sét lan truyền.Làm hư hỏng các thiết bị điện dân dụng.
Nhà ở dân dụng thường không trang bị các thiết bị bảo vệ khỏi xung sét lan truyền nên hay bị hư hỏng các đồ điện gia dụng, điện tử trong mùa mưa. Ổ cắm có tích hợp mạch chống xung sét nhằm đảm bảo an toàn cho người sử dụng , giảm thiệt hại vật chất.",
461,TTGD010,Ổ cắm bị quá tải cháy có bảo hành không?,"Các dòng ổ cắm đều có quy định về công suất tải tối đa, ngoài ra còn được tích hợp mạch bảo vệ quá tải lên tới 15A, Trường hợp KH sử dụng vượt quá công suất tải quy định.RĐ sẽ không thực hiện bảo hành sản phẩm",
462,TTGD026,Đèn ngủ Rạng đông có những loại nào?,"Khách hàng tham khảo:
Đèn ngủ cảm biến thân nhiệt
Model: ĐN01.PIR 65x65/0.3W
 dùng điện 220V, ánh sáng vàng 
Khoảng cách phát hiện: 3-4m
Góc phát hiện: 90 độ
Thời gian giữ sáng khi không phát hiện chuyển động: 120 150s
Tuổi thọ: 30.000 giờ
Kích thước (DxRxC): (65x65x40)mm
Đèn tích hợp cảm biến chuyển động và cảm biến ánh sáng.
Đèn có thể hoạt động ở 2 chế độ nhờ công tắc gạt bên thân đèn.
Chế độ On: Đèn sáng liên tục khi ánh sáng môi trường < 15lux. Ứng dụng làm đèn ngủ
Chế độ Auto (chế độ phát hiện chuyển động): Đèn sẽ sáng khi ánh sáng môi trường < 15lux và phát hiện chuyển động. 
 
Đèn ngủ cảm biến ánh sáng
Model: ĐN02.LS 65x65/0.3W dùng điện 220v trực tiếp
Công suất: 0.3W
Nhiệt độ màu: 3000K
Tuổi thọ: 30.000 giờ
Kích thước (DxRxC): (65x65x40.9)mm
Đèn tích hợp cảm biến ánh sáng hoạt động với 2 chế độ.
Chế độ On: Đèn luôn sáng sau khi cấp nguồn
Chế độ Auto: Đèn chỉ sáng khi cấp nguồn và cường độ ánh sáng <15 lux",
463,TTGD022,Vợt muỗi Rạng đông có mấy loại,"Tại thời điểm này, Rạng đông chỉ có 1 loại:
Vợt bắt muỗi điện tử
Model: VBM RD.01
Thời gian sạc đầy pin: (4-6)h
Cấp bảo vệ: IP20
Có đèn chiếu sáng Led tích hợp và đèn báo sạc pin tiện lợi cho người sử dụng
Sử dụng pin sạc Lithium an toàn với môi trường, tuổi thọ cao, nạp xả được nhiều lần",
464,TTGD023,Vợt muỗi sạc không vào điện? Pin yếu nổ nhỏ?,"Khách hàng kiểm tra xem ổ cắm điện có sử dụng nguồn điện không?
Sản phẩm có rơi bể vỏ ngoài, chân sạc có lỏng hay kéo ko hết dẫn tới tiếp xúc điện không đủ.Làm quạt muỗi không vào điện
Liên hệ điểm bán để được hỗ trợ đổi mới theo điều kiện bảo hành.",
465,TTGD024,Đèn pin đội đầu có mấy loại? Bảo hành như thế nào?,"Đang có 3 loại:
Model: LED D PDD01L/1W
Model: LED D PDD02L/3W
Model :LED D PDD03L/5W
Sử dụng LED chất lượng cao, tuổi thọ và hiệu suất sáng cao.
 Pin sạc Li-ion có tuổi thọ cao.
 Bảo hành 1 Năm, 1 đổi 1",
466,TTGD025,Đèn pin không sạc điện không vào?,"Khách hàng kiểm tra xem ổ cắm điện có sử dụng nguồn điện không?
Kiểm tra jack sạc có ghim chặt
Kiểm tra đèn tín hiệu trên adapter có màu đỏ khi cắm sạc hay không?
Nếu trường hợp không sáng đèn--> adaptor bị hỏng, liên hệ điểm bán để được bảo hành nếu như đủ điều kiện",
467,CB001,Thiết bị cảm biến độc lập của Rạng đông có mấy loại?,"Có công tắc cảm biến: 
Model: CT01.PIR 300W
Cảm biến âm trần
Model: CB09.PIR (AC)
Và đuôi đèn cảm biến: 
Model: ĐCB01.PIR E27/300W",
468,CB002,Thông số công tắc cảm biến: Model: CT01.PIR 300W?,"Công suất tải max: ≤300W ( khả năng lắp các tải đèn, quạt, loa tối đa)
Điều chỉnh phạm vi cảm biến: 3m-6m
Điều chỉnh thời gian giữ sáng: 3s-15 phút
Mức cảm biến ánh sáng: (30-2000)lux
Tuổi thọ: 30.000 giờ
Sản phẩm được tích hợp cảm biến chuyển động và cảm biến ánh sáng
Điều chỉnh phạm vi hoạt động, mức cảm biến ánh sáng, thời gian giữ sáng bằng chiết áp
Điều chỉnh hướng cảm biến xoay theo chiều ngang 360 độ, xoay theo chiều dọc 90 độ",
469,CB003,"Thông số chuyển động âm trần:
Model CB09.PIR(AC)","Cảm biến chuyển động CB09.PIR
Model: CB09.PIR (AC)
Điện áp nguồn danh định: 150-250 V
Nhiệt độ làm việc: (-10 40)0C
Công suất tải: ≤ 300
Phạm vi cảm biến: ≤7m
Thời gian giữ sáng: 3-900s
Góc phát hiện chuyển động: 90/360 độ
Kích thước lỗ khoét trần: 90 mm",
470,CB004,Đui đèn cảm biến: Model: ĐCB01.PIR E27/300W?,"Công suất tải: ≤300W
Thời gian giữ sáng khi không có chuyển động: (3-900)s
Khoảng cách phát hiện khi gắn tường (h=2-3.5m): 3m-6m
Bán kính phát hiện khi gắn trần (r=2-3.5m): 3m-6m
Mức cảm biến ánh sáng: (30-80)lux
Tuổi thọ: 30.000 giờ
Kích thước (DxRxC): (100x73x64)mm
Đui đèn cảm biến E27 được tích hợp cảm biến chuyển động và cảm biến ánh sáng có thể điều khiển đồng thời đèn và 1 thiết bị điện chẳng hạn như chuông báo hoặc quạt thông gió
Điều chỉnh phạm vi hoạt động cảm biến, mức cảm biến ánh sáng, thời gian giữ sáng cho đèn kể từ khi không phát hiện chuyển động
Điều chỉnh được góc chiếu sáng của đèn theo nhu cầu sử dụng
Đui đèn cảm biến E27 chỉ tự động cấp nguồn khi cường độ ánh sáng xung quanh vị trí lắp đui nhỏ hơn mức cảm biến ánh sáng được cài đặt và phát hiện có người chuyển động trong phạm vi hoạt động của cảm biến
Ứng dụng: gắn trần, tường khu vực hành lang, cầu thang, nhà vệ sinh, gara,....",
471,CB005,Nếu muốn đui đèn cảm biến/ công tắc cảm biến hoạt động cả ngày lẫn đêm thì cài đặt mức sáng như thế nào?,"Cài đặt mức sáng tối đa 2000lux, thì cảm biến ánh sáng sẽ mặc định điều kiện bật đèn khi có chuyển động",
472,CB006,Đấu nối nguồn điện cho đui đèn cảm biến và công tắc cảm biến có cần đúng sơ đồ đấu nối không?,"Bắt buộc đấu nối đúng các dây L ( nóng), N( nguội) theo như sơ đồ đấu nối sau thiết bị.Để đảm bảo an toàn điện và hoạt động của Thiết bị",
473,CB007,Có thể đấu 2 công tắc cảm biến vào 1 đèn/1 line đèn để cũng điều khiển không?,"Có thể đấu nối để điều khiển 2 CT cảm biến, Chi tiết theo HDSD thiết bị đi kèm sản phẩm",
474,CB008,Đui đèn cảm biến/ công tắc cảm biến có thể lắp đặt ngoài trời hay không?,"Có thể lắp ở các vị trí như mái hiên, có che chắn tránh nước mưa, ánh nắng chiếu trực tiếp vào thiết bị.Vì sẽ ảnh hưởng đến chất lượng và tính năng sản phẩm",
475,CB009,"Vì sao cảm biến không được nhạy? Lúc có người đến thì không sáng, hoặc người đến một lúc rồi mới sáng, hoặc người rời đi rồi mà không tắt? Lắp vô rồi bật điện lên cứ sáng mãi không chịu tắt thử nhiều vị trí mà vẫn không tắt,không khác gì bóng thắp sáng bình thường mà giá cao?
Vì sao có người trong phòng mà đèn vẫn tắt, phải vẫy vẫy tay mới sáng lại?","Cảm biến không nhạy có nhiều nguyên nhân, Tuy nhiên 1 nguyên nhân hay gặp là do hướng lắp đặt và hướng di chuyển của người song song với nhau, dẫn tới tia cảm biển không cắt chuyển động.Dẫn tới không kích hoạt đèn khi có người di chuyển vào phạm vi cần cảm biến.
Trường hợp đã thử nhiều vị trí mà thiết bị vẫn không nhạy, vui lòng liên hệ RĐ để được bảo hành.
Thiết bị cảm biến hoạt trên điều kiện và đếm ngược: hiểu đơn giản khi đáp ứng các điều kiện về ánh sáng và có chuyển động thì sẽ kích hoạt bật đèn sau đó đếm ngược thời gian tắt, nếu trong thời gian đó không có chuyển động, đếm ngược hết thời gian đèn sẽ tắt, mặc dù có người ở đó.Đây là cảm biến nhận diện không phải là cảm biến hiện diện",
476,CB010,Nguyên lý Cảm biến RAD và PIR khác nhau nhau như thế nào?,"Công nghệ cảm biến rada (hay còn gọi là cảm biến vi sóng) hoạt động dựa trên hiệu ứng doppler, tần số 5.8 Ghz dưới 10m sẽ nhận tín hiệu khi người chuyển động qua và sẽ phản hồi lại đóng tiếp điểm mạch điện lại cấp nguồn cho đèn sáng. Cảm biến rada có khả năng cảm biến xuyên vật cản như tường mỏng, gỗ, kính....
Nguyên lý hoạt động của cảm biến hồng ngoại là nhờ đầu dò PIR và lăng kính fresnel để phát hiện chuyển động ngang của con người qua cảm ứng thân nhiệt. Cảm biến hồng ngoại không tự phát ra tia hồng ngoại mà nó nhận tia hồng ngoại phát ra từ thân thể người và vật. Khi có một đối tượng đi qua, PIR sẽ phát hiện được thay đổi của nhiệt độ.",
477,CB011,Ưu điểm và nhược điểm của cảm biến PIR và RAD?,"Ưu điểm của từng công nghệ cảm biến
Nếu bạn đang muốn dùng loại đèn có độ nhạy cao, có khả năng phát hiện chuyển động nhỏ xuyên tường mỏng, gỗ, nhựa,… thì có thế chọn đèn dùng công nghệ cảm biến rada. Với công nghệ này, đèn có góc quét rộng, 360 độ, không điểm chết và cảm ứng với khoảng cách 6 – 8m. Đèn áp dụng công nghệ rada sẽ không phụ thuộc cảm biến vào nhiệt độ môi trường.
Đối với công nghệ cảm biến hồng ngoại, đèn có khả năng phân biệt được cả chuyển động của người và đồ vật. Bạn hoàn toàn có thể điều chỉnh được góc cảm ứng theo ý muốn của mình và sử dụng vách ngăn để tránh vùng không muốn cảm ứng.
Nhược điểm của 2 loại công nghệ cảm biến
Độ nhạy cao của cảm biến rada đôi khi cũng là nhược điểm của công nghệ này vì dễ bị nhầm lẫn khi phát hiện vật chuyển động.
Đèn dùng công nghệ cảm biến hồng ngoại lại có yếu điểm là góc quét nhỏ, có điểm chết, không thể cảm biến xuyên vật cản. Chính vì công nghệ này phụ thuộc nhiều vào nhiệt độ để cảm biến nên tại môi trường có nhiệt độ cao thì đèn càng kém nhạy. Phạm vi đèn cảm biến được chỉ trong khoảng 2 – 3m.",
478,CB012,Khi nào thì dùng đèn cảm biến RAD khi nào dùng PIR để năng cao hiệu suất của đèn?,"Nên dùng đèn có cảm biến RAD cho các khu vực có tần suất sử dụng nhiều: WC,hay nhà kho.
Nên dùng đèn có cảm biến PIR ở các khu vực ít sử dụng, cần phân biệt chuyển động của người và vật tránh chuyển động giả của cho mèo, chuột.. gậy bật tắt đèn nhiều lần",
479,CB013,"Cảm Biến PIR khi hoạt động trong môi trường ẩm ướt, nhiều bụi hoặc nhiệt độ cao có bị ảnh hưởng không ?","Passive Infrared Detector (PIR) có những nhược điểm cố hữu của nó và không dễ dàng để cải tiến, ví dụ :
Tính tin cậy phụ thuộc vào nhiệt độ môi trường, hầu hết là dưới 40 độ C, Trên 40 độ, cảm biến PIR gần như hoạt động không ổn định
Bị ảnh hưởng lớn bởi độ ẩm của môi trường , và bụi ( che mắt cầu fresnen) và các nhiễu động điện từ như sấm, chớp...",
480,CB014,"Cảm biến chuyển động lắp đặt trong WC, khi ngồi lâu thì bị tắt lại phải quơ tay để đèn sáng lại, có giải pháp nào khắc phục không?","Hiện tại Rạng Đông có giải pháp cảm biến Hiện diện siêu nhạy. Phù hợp lắp đặt trong trường hợp này. Cảm biến chỉ cần có chuyển động rất nhỏ, thậm chí người ngồi yên nhưng vẫn có hơi thở thì cảm biến đều nhận diện được",
481,KT001,Tuổi thọ của LED là vĩnh cửu,"Cũng như các sản phẩm chiếu sáng khác, đèn LED cũng suy giảm quang thông theo thời gian. Tuy nhiên, thời gian này dài hơn gấp nhiều lần so với các sản phẩm truyền thống. Tuổi thọ đèn LED thường được công bố khoảng 50,000 giờ tùy theo tiêu chuẩn của nhà sản xuất. Có đơn vị còn công bố tuổi thọ lên đến 100,000 giờ nhưng thực chất đó là tuổi thọ linh kiện, khi tích hợp thành thành phẩm hoạt động trong điều kiện phòng thí nghiệm, tuổi thọ của sản phẩm LED thương mại đạt đến 50,000 giờ là sản phẩm đạt chất lượng rất tốt rồi.
Ví dụ: Tuổi thọ đèn công bố là 50,000 giờ nghĩa là theo tiêu chuẩn L70, đồng nghĩa sau khi sử dụng đến 50,000 giờ, quang thông của đèn còn lại 70%. Ở thời điểm này, đèn được xem là hết tuổi thọ.",
482,KT002,LED không đủ sáng,"Nếu so sánh về lượng quang thông phát ra, đèn LED có vẻ yếu thế hơn các loại đèn truyền thống. Nhưng quang thông lại không phải là một chỉ số tốt để đánh giá lượng ánh sáng hiệu dụng. Bởi lẽ, chỉ số này chưa tính được phần ánh sáng tổn thất cũng như bề mặt vật liệu nhận ánh sáng. Độ rọi (lm/m2 – lux) được tính bằng mật độ quang thông trên một đơn vị diện tích được chiếu sáng sẽ cho giá trị thực tế hơn.
Các sản phẩm nguồn sáng truyền thống như :huỳnh quang và sợi đốt phát sáng theo mọi hướng nên không đảm bảo lượng quang thông lý thuyết đến bề mặt cần chiếu sáng. Lượng ánh sáng tiêu hao lên đến 30% do hiện tượng phản xạ, hấp thụ ánh sáng trên quãng đường đến bề mặt được chiếu sáng (kể cả hỗ trợ của chao, chụp đèn )… Đối với LED chiếu sáng thì các thiết bị cấu thành: chip LED, thân đèn, kính… được sản xuất tích hợp nhất, không tách riêng từng phần.
Hơn nữa, ánh sáng LED có định hướng. Do đó, nếu xét về độ rọi, LED không hề thua kém sản phẩm thông thường nào thậm chí trong một số trường hợp còn tỏ ra vượt trội hơn hẳn trong khi tiêu thụ điện năng ít hơn nhiều lần.",
483,KT003,LED công suất lớn sẽ sáng hơn LED công suất nhỏ,"Đối với đèn sợi đốt, đèn có công suất cao sẽ cho ánh sáng nhiều hơn. Điều này đúng, vì đèn sợi đốt dùng cùng một loại vật liệu phát sáng, nên chỉ một cách duy nhất để tăng độ sáng là tăng công suất tiêu thụ. Nhưng với LED, tùy theo công nghệ của nhà sản xuất, vật liệu phát sáng của LED mà cùng một công suất, đèn cho quang thông khác nhau.",
484,KT004,Đèn LED không phát nhiệt,"Đúng là đèn LED dung để chiếu sáng không phát ra hoặc phát ra rất it bức xạ hồng ngoại nên hầu như không phát nhiệt, nhưng quá trình chuyển hóa từ điện năng thành quang năng của chíp LED vẫn tỏa nhiệt rất lớn. Do đó một số đèn LED, đặc biệt là các đèn LED công suất lớn vẫn cần hệ thống tản nhiệt vì lượng nhiệt tỏa ra không nhỏ.",
485,KT005,Chất lượng ánh sáng LED không tốt,"Phần lớn người tiêu dùng không có nhiều kiến thức về LED vẫn hiểu đơn giản LED chiếu sáng chỉ là một dạng đèn tín hiệu và có đôi chút hoài nghi về chất lượng ánh sáng. Tuy nhiên, đã có nhiều nghiên cứu khẳng định : ánh sáng do đèn LED phát ra không những không bị hiện tượng dao động ánh sáng mà còn đạt độ hoàn màu Ra cao trên 80.",
486,KT006,Đèn LED rất chói có hại cho mắt,"Chip LED đúng là rất chói, nhưng độ chói của bộ đèn LED phụ thuộc vào công nghệ của nhà sản xuất ( thí dụ: công nghệ chiếu sáng cạnh , công nghệ ứng dụng hiện tượng khếch tán ánh sáng..) . Bên cạnh đó, đèn LED sử dụng nguồn DC, nên không nhấp nháy gây hại cho mắt.",
487,KT007,KH muốn thay đèn HQ sang LED,"Đèn LED Tube được sản xuất ra để thay thế bộ đèn huỳnh quang truyền thống. Nên KH hoàn toàn có thể sử bóng đèn LED Tube để thay thế vào bộ đèn huỳnh quang đang sử dụng tại nhà.  Bóng đèn HQ 1,2m T8 36W được thay thế bởi đèn LED Tube T8 18W  Bóng đèn HQ 0,6m T8 18W được thay thế bởi đèn LED Tube T8 10W. Tuy nhiên việc thay thế này cần được thực hiện theo đúng hướng dẫn sử dụng được in kèm sản phẩm hoặc KH có thể tham khảo video hướng dẫn thay thế đèn huỳnh quang bằng bóng đèn LED Tube tại đây.",
488,KT008,KH hỏi đèn LED và đèn HQ đèn nào sáng hơn vì quang thông của HQ hơn LED?,"Trả lời khách đèn HQ chỉ có thể sử dụng 60-70% ánh sáng của nó, còn lại sẽ hắt lên trần, đèn LED thì gần như chiếu sáng đc toàn bộ",
489,KT009,"Hỏi mua đèn LED Tube 18W, có máng HQ thì có lắp được không","Sản phẩm đèn LED Tube T8 18W Rạng Đông sản xuất với mục tiêu cung cấp sản phẩm đèn LED Tube thay thế bộ đèn huỳnh quang truyền thống giúp QKH tiết kiệm 50% điện năng trong quá trình sử dụng. Việc thay thế đèn huỳnh quang bằng đèn LED Tube rất đơn giản, trước tiên QKH cần đọc kỹ hướng dẫn thay thế được in trên bao bì sản phẩm, ngắt nguồn điện trước khi thao tác, loại bỏ balat, tắc te ra khỏi máng, cấp nguồn điện trực tiếp vào 2 đui đèn của máng, lắp bóng LED tube và sử dụng. QKH có thể tham khảo video hướng dẫn thay thế đèn LED Tube vào bộ đèn huỳnh quang sau đây để hình dung được rõ hơn.",
490,KT010,Hỏi bóng đèn LED Tube bị cháy 1 vài chip LED có thay được không?,"Với sản phẩm truyền thống như đèn compact, balat điện tử cho đèn huỳnh quang khi bị lỗi, hỏng trong một số trường hợp với những người được đào tạo về chuyên ngành điện điện tử có kinh nghiệm có thể thay thế, sửa chữa 1 vài linh kiện điện tử đơn giản để thiết bị có thể hoạt động trở lại. Nhưng để sản xuất được Bóng đèn LED nói chung và bóng đèn LED Tube nói riêng chất lượng tốt thì cần phải tuân theo một qui trình kiểm soát chất lượng nghiêm ngặt và sử dụng máy móc thiết bị tự động hiện đại: Chip LED được hàn dán trên máy tự động với tốc độ lên tới 60.000 linh kiện/giờ, trong môi trường sạch, được khử tĩnh điện, mới đảm bảo các chỉ tiêu kỹ thuật của mối hàn với tỉ lệ sai lỗi khoảng 1/1.000.000. Do đó chúng tôi khuyến cáo người sử dụng không nên tự ý thay thế chip LED của sản phẩm khi bị lỗi. QKH có thể xem trực tiếp qui trình sản xuất đèn LED của Rạng Đông để biết thêm chi tiết.. Nếu sản phẩm còn hạn bảo hành, QKH có thể đem qua các nhà phân phối của Rạng Đông tại khu vực để bảo hành sản phẩm, nếu sản phẩm đã hết hạn bảo hành QKH có thể đem sản phẩm trực tiếp qua công ty tại số 87-89 Hạ Đình, Thanh Xuân, Hà Nội hoặc các chi nhánh trên toàn quốc để tổ bảo hành sẽ xem xét hỗ trợ sửa chữa. QKH có thể tra cứu nhà phân phối gần mình nhất tại Điểm mua hàng và địa chỉ các Chi nhánh của công ty tại mục Liên hệ trên website rangdongvn.com.",
491,KT011,"KH hỏi đèn LED tube có vài loại, khác nhau thế nào?","trả lời khách về độ sáng thì TT, N, NN đều như nhau, khác nhau về tuổi thọ và chất liệu bóng",
492,KT012,Hỏi bóng đèn LED Tube bị cháy 1 vài chip LED có thay được không?,"Với sản phẩm truyền thống như đèn compact, balat điện tử cho đèn huỳnh quang khi bị lỗi, hỏng trong một số trường hợp với những người được đào tạo về chuyên ngành điện điện tử có kinh nghiệm có thể thay thế, sửa chữa 1 vài linh kiện điện tử đơn giản để thiết bị có thể hoạt động trở lại. Nhưng để sản xuất được Bóng đèn LED nói chung và bóng đèn LED Tube nói riêng chất lượng tốt thì cần phải tuân theo một qui trình kiểm soát chất lượng nghiêm ngặt và sử dụng máy móc thiết bị tự động hiện đại: Chip LED được hàn dán trên máy tự động với tốc độ lên tới 60.000 linh kiện/giờ, trong môi trường sạch, được khử tĩnh điện, mới đảm bảo các chỉ tiêu kỹ thuật của mối hàn với tỉ lệ sai lỗi khoảng 1/1.000.000. Do đó chúng tôi khuyến cáo người sử dụng không nên tự ý thay thế chip LED của sản phẩm khi bị lỗi. QKH có thể xem trực tiếp qui trình sản xuất đèn LED của Rạng Đông để biết thêm chi tiết.. Nếu sản phẩm còn hạn bảo hành, QKH có thể đem qua các nhà phân phối của Rạng Đông tại khu vực để bảo hành sản phẩm, nếu sản phẩm đã hết hạn bảo hành QKH có thể đem sản phẩm trực tiếp qua công ty tại số 87-89 Hạ Đình, Thanh Xuân, Hà Nội hoặc các chi nhánh trên toàn quốc để tổ bảo hành sẽ xem xét hỗ trợ sửa chữa. QKH có thể tra cứu nhà phân phối gần mình nhất tại Điểm mua hàng và địa chỉ các Chi nhánh của công ty tại mục Liên hệ trên website rangdongvn.com.",
